N=1000, MAXIT=50000, TOL=0.000100, PRINT_SKIP=100, GAUSS_SEIDEL=false
     k,      res,      solres
     12200,  27.417701,   2.718521
     12300,  27.399103,   2.717177
     12400,  27.380568,   2.715833
     12500,  27.362095,   2.714491
     12600,  27.343683,   2.713148
     12700,  27.325332,   2.711807
     12800,  27.307040,   2.710466
     12900,  27.288808,   2.709126
     13000,  27.270634,   2.707787
     13100,  27.252518,   2.706449
     13200,  27.234459,   2.705111
     13300,  27.216456,   2.703774
     13400,  27.198509,   2.702437
     13500,  27.180617,   2.701101
     13600,  27.162780,   2.699766
     13700,  27.144996,   2.698432
     13800,  27.127265,   2.697098
     13900,  27.109587,   2.695765
     14000,  27.091961,   2.694433
     14100,  27.074387,   2.693102
     14200,  27.056863,   2.691771
     14300,  27.039390,   2.690441
     14400,  27.021966,   2.689111
     14500,  27.004592,   2.687782
     14600,  26.987266,   2.686454
     14700,  26.969988,   2.685127
     14800,  26.952758,   2.683800
     14900,  26.935576,   2.682474
     15000,  26.918439,   2.681149
     15100,  26.901349,   2.679824
     15200,  26.884305,   2.678500
     15300,  26.867306,   2.677177
     15400,  26.850352,   2.675855
     15500,  26.833442,   2.674533
     15600,  26.816575,   2.673212
     15700,  26.799753,   2.671891
     15800,  26.782973,   2.670571
     15900,  26.766236,   2.669252
     16000,  26.749540,   2.667934
     16100,  26.732887,   2.666616
     16200,  26.716275,   2.665299
     16300,  26.699704,   2.663983
     16400,  26.683173,   2.662667
     16500,  26.666682,   2.661352
     16600,  26.650232,   2.660038
     16700,  26.633820,   2.658724
     16800,  26.617448,   2.657411
     16900,  26.601114,   2.656099
     17000,  26.584818,   2.654787
     17100,  26.568560,   2.653476
     17200,  26.552340,   2.652166
     17300,  26.536157,   2.650856
     17400,  26.520011,   2.649547
     17500,  26.503902,   2.648239
     17600,  26.487829,   2.646932
     17700,  26.471791,   2.645625
     17800,  26.455789,   2.644319
     17900,  26.439823,   2.643013
     18000,  26.423891,   2.641708
     18100,  26.407994,   2.640404
     18200,  26.392131,   2.639101
     18300,  26.376302,   2.637798
     18400,  26.360507,   2.636496
     18500,  26.344746,   2.635194
     18600,  26.329017,   2.633893
     18700,  26.313322,   2.632593
     18800,  26.297659,   2.631294
     18900,  26.282028,   2.629995
     19000,  26.266430,   2.628697
     19100,  26.250863,   2.627399
     19200,  26.235327,   2.626102
     19300,  26.219823,   2.624806
     19400,  26.204350,   2.623511
     19500,  26.188908,   2.622216
     19600,  26.173496,   2.620922
     19700,  26.158114,   2.619628
     19800,  26.142762,   2.618335
     19900,  26.127440,   2.617043
     20000,  26.112148,   2.615752
     20100,  26.096885,   2.614461
     20200,  26.081650,   2.613171
     20300,  26.066445,   2.611881
     20400,  26.051268,   2.610592
     20500,  26.036120,   2.609304
     20600,  26.020999,   2.608016
     20700,  26.005907,   2.606730
     20800,  25.990842,   2.605443
     20900,  25.975805,   2.604158
     21000,  25.960795,   2.602873
     21100,  25.945812,   2.601588
     21200,  25.930856,   2.600305
     21300,  25.915926,   2.599022
     21400,  25.901023,   2.597740
     21500,  25.886146,   2.596458
     21600,  25.871296,   2.595177
     21700,  25.856471,   2.593897
     21800,  25.841671,   2.592617
     21900,  25.826898,   2.591338
     22000,  25.812149,   2.590059
     22100,  25.797426,   2.588782
     22200,  25.782727,   2.587505
     22300,  25.768053,   2.586228
     22400,  25.753404,   2.584952
     22500,  25.738779,   2.583677
     22600,  25.724179,   2.582403
     22700,  25.709602,   2.581129
     22800,  25.695049,   2.579856
     22900,  25.680520,   2.578583
     23000,  25.666015,   2.577311
     23100,  25.651532,   2.576040
     23200,  25.637073,   2.574769
     23300,  25.622637,   2.573499
     23400,  25.608224,   2.572230
     23500,  25.593834,   2.570961
     23600,  25.579466,   2.569693
     23700,  25.565120,   2.568426
     23800,  25.550797,   2.567159
     23900,  25.536496,   2.565893
     24000,  25.522217,   2.564627
     24100,  25.507959,   2.563362
     24200,  25.493723,   2.562098
     24300,  25.479509,   2.560835
     24400,  25.465316,   2.559572
     24500,  25.451144,   2.558309
     24600,  25.436994,   2.557048
     24700,  25.422864,   2.555787
     24800,  25.408755,   2.554526
     24900,  25.394666,   2.553267
     25000,  25.380599,   2.552008
     25100,  25.366551,   2.550749
     25200,  25.352524,   2.549491
     25300,  25.338517,   2.548234
     25400,  25.324530,   2.546978
     25500,  25.310562,   2.545722
     25600,  25.296615,   2.544466
     25700,  25.282687,   2.543212
     25800,  25.268778,   2.541958
     25900,  25.254889,   2.540704
     26000,  25.241019,   2.539452
     26100,  25.227169,   2.538199
     26200,  25.213337,   2.536948
     26300,  25.199524,   2.535697
     26400,  25.185730,   2.534447
     26500,  25.171954,   2.533197
     26600,  25.158197,   2.531948
     26700,  25.144459,   2.530700
     26800,  25.130739,   2.529452
     26900,  25.117036,   2.528205
     27000,  25.103352,   2.526959
     27100,  25.089686,   2.525713
     27200,  25.076038,   2.524468
     27300,  25.062408,   2.523223
     27400,  25.048795,   2.521979
     27500,  25.035200,   2.520736
     27600,  25.021622,   2.519493
     27700,  25.008061,   2.518251
     27800,  24.994518,   2.517009
     27900,  24.980992,   2.515769
     28000,  24.967482,   2.514528
     28100,  24.953990,   2.513289
     28200,  24.940515,   2.512050
     28300,  24.927056,   2.510812
     28400,  24.913614,   2.509574
     28500,  24.900188,   2.508337
     28600,  24.886779,   2.507100
     28700,  24.873386,   2.505864
     28800,  24.860010,   2.504629
     28900,  24.846650,   2.503395
     29000,  24.833305,   2.502161
     29100,  24.819977,   2.500927
     29200,  24.806664,   2.499695
     29300,  24.793368,   2.498462
     29400,  24.780087,   2.497231
     29500,  24.766821,   2.496000
     29600,  24.753572,   2.494770
     29700,  24.740337,   2.493540
     29800,  24.727118,   2.492311
     29900,  24.713915,   2.491083
     30000,  24.700726,   2.489855
     30100,  24.687553,   2.488628
     30200,  24.674394,   2.487401
     30300,  24.661251,   2.486175
     30400,  24.648122,   2.484950
     30500,  24.635008,   2.483725
     30600,  24.621909,   2.482501
     30700,  24.608825,   2.481277
     30800,  24.595755,   2.480054
     30900,  24.582699,   2.478832
     31000,  24.569658,   2.477610
     31100,  24.556631,   2.476389
     31200,  24.543619,   2.475169
     31300,  24.530621,   2.473949
     31400,  24.517636,   2.472730
     31500,  24.504666,   2.471511
     31600,  24.491710,   2.470293
     31700,  24.478767,   2.469076
     31800,  24.465839,   2.467859
     31900,  24.452924,   2.466643
     32000,  24.440023,   2.465427
     32100,  24.427135,   2.464212
     32200,  24.414261,   2.462998
     32300,  24.401400,   2.461784
     32400,  24.388553,   2.460571
     32500,  24.375719,   2.459358
     32600,  24.362899,   2.458146
     32700,  24.350091,   2.456935
     32800,  24.337297,   2.455724
     32900,  24.324516,   2.454514
     33000,  24.311747,   2.453305
     33100,  24.298992,   2.452096
     33200,  24.286250,   2.450887
     33300,  24.273520,   2.449680
     33400,  24.260803,   2.448472
     33500,  24.248099,   2.447266
     33600,  24.235407,   2.446060
     33700,  24.222728,   2.444855
     33800,  24.210062,   2.443650
     33900,  24.197408,   2.442446
     34000,  24.184766,   2.441242
     34100,  24.172137,   2.440039
     34200,  24.159519,   2.438837
     34300,  24.146914,   2.437635
     34400,  24.134322,   2.436434
     34500,  24.121741,   2.435234
     34600,  24.109172,   2.434034
     34700,  24.096616,   2.432835
     34800,  24.084071,   2.431636
     34900,  24.071538,   2.430438
     35000,  24.059017,   2.429240
     35100,  24.046508,   2.428043
     35200,  24.034011,   2.426847
     35300,  24.021525,   2.425651
     35400,  24.009051,   2.424456
     35500,  23.996588,   2.423262
     35600,  23.984137,   2.422068
     35700,  23.971697,   2.420874
     35800,  23.959269,   2.419682
     35900,  23.946852,   2.418489
     36000,  23.934446,   2.417298
     36100,  23.922052,   2.416107
     36200,  23.909668,   2.414916
     36300,  23.897296,   2.413727
     36400,  23.884935,   2.412537
     36500,  23.872586,   2.411349
     36600,  23.860247,   2.410161
     36700,  23.847919,   2.408973
     36800,  23.835602,   2.407787
     36900,  23.823296,   2.406600
     37000,  23.811000,   2.405415
     37100,  23.798716,   2.404230
     37200,  23.786442,   2.403045
     37300,  23.774179,   2.401861
     37400,  23.761927,   2.400678
     37500,  23.749685,   2.399495
     37600,  23.737454,   2.398313
     37700,  23.725233,   2.397132
     37800,  23.713023,   2.395951
     37900,  23.700823,   2.394770
     38000,  23.688633,   2.393590
     38100,  23.676454,   2.392411
     38200,  23.664286,   2.391233
     38300,  23.652127,   2.390055
     38400,  23.639979,   2.388877
     38500,  23.627841,   2.387700
     38600,  23.615713,   2.386524
     38700,  23.603595,   2.385348
     38800,  23.591487,   2.384173
     38900,  23.579389,   2.382999
     39000,  23.567301,   2.381825
     39100,  23.555223,   2.380652
     39200,  23.543155,   2.379479
     39300,  23.531097,   2.378307
     39400,  23.519049,   2.377135
     39500,  23.507011,   2.375964
     39600,  23.494982,   2.374794
     39700,  23.482963,   2.373624
     39800,  23.470953,   2.372455
     39900,  23.458954,   2.371286
     40000,  23.446964,   2.370118
     40100,  23.434983,   2.368950
     40200,  23.423012,   2.367783
     40300,  23.411051,   2.366617
     40400,  23.399099,   2.365451
     40500,  23.387156,   2.364286
     40600,  23.375223,   2.363121
     40700,  23.363299,   2.361957
     40800,  23.351385,   2.360794
     40900,  23.339480,   2.359631
     41000,  23.327584,   2.358468
     41100,  23.315697,   2.357307
     41200,  23.303820,   2.356146
     41300,  23.291951,   2.354985
     41400,  23.280092,   2.353825
     41500,  23.268242,   2.352665
     41600,  23.256401,   2.351507
     41700,  23.244569,   2.350348
     41800,  23.232746,   2.349191
     41900,  23.220932,   2.348033
     42000,  23.209127,   2.346877
     42100,  23.197331,   2.345721
     42200,  23.185544,   2.344565
     42300,  23.173765,   2.343411
     42400,  23.161996,   2.342256
     42500,  23.150235,   2.341103
     42600,  23.138483,   2.339949
     42700,  23.126740,   2.338797
     42800,  23.115005,   2.337645
     42900,  23.103279,   2.336493
     43000,  23.091562,   2.335343
     43100,  23.079853,   2.334192
     43200,  23.068153,   2.333043
     43300,  23.056462,   2.331893
     43400,  23.044779,   2.330745
     43500,  23.033104,   2.329597
     43600,  23.021439,   2.328449
     43700,  23.009781,   2.327302
     43800,  22.998132,   2.326156
     43900,  22.986491,   2.325010
     44000,  22.974859,   2.323865
     44100,  22.963235,   2.322721
     44200,  22.951620,   2.321577
     44300,  22.940012,   2.320433
     44400,  22.928413,   2.319290
     44500,  22.916822,   2.318148
     44600,  22.905240,   2.317006
     44700,  22.893665,   2.315865
     44800,  22.882099,   2.314724
     44900,  22.870541,   2.313584
     45000,  22.858991,   2.312445
     45100,  22.847449,   2.311306
     45200,  22.835916,   2.310167
     45300,  22.824390,   2.309030
     45400,  22.812872,   2.307892
     45500,  22.801363,   2.306756
     45600,  22.789861,   2.305619
     45700,  22.778367,   2.304484
     45800,  22.766881,   2.303349
     45900,  22.755403,   2.302214
     46000,  22.743933,   2.301081
     46100,  22.732471,   2.299947
     46200,  22.721017,   2.298815
     46300,  22.709570,   2.297682
     46400,  22.698132,   2.296551
     46500,  22.686701,   2.295420
     46600,  22.675278,   2.294289
     46700,  22.663862,   2.293159
     46800,  22.652454,   2.292030
     46900,  22.641054,   2.290901
     47000,  22.629662,   2.289773
     47100,  22.618277,   2.288645
     47200,  22.606900,   2.287518
     47300,  22.595531,   2.286391
     47400,  22.584169,   2.285265
     47500,  22.572814,   2.284139
     47600,  22.561468,   2.283015
     47700,  22.550128,   2.281890
     47800,  22.538797,   2.280766
     47900,  22.527472,   2.279643
     48000,  22.516155,   2.278520
     48100,  22.504846,   2.277398
     48200,  22.493544,   2.276277
     48300,  22.482250,   2.275156
     48400,  22.470963,   2.274035
     48500,  22.459683,   2.272915
     48600,  22.448410,   2.271796
     48700,  22.437145,   2.270677
     48800,  22.425887,   2.269559
     48900,  22.414637,   2.268441
     49000,  22.403394,   2.267324
     49100,  22.392158,   2.266207
     49200,  22.380929,   2.265091
     49300,  22.369708,   2.263975
     49400,  22.358493,   2.262860
     49500,  22.347286,   2.261746
     49600,  22.336086,   2.260632
     49700,  22.324894,   2.259519
     49800,  22.313708,   2.258406
     49900,  22.302530,   2.257294
     50000,  22.291358,   2.256182
time = 0.095236
