N=100000, MAXIT=50000, TOL=0.000100, PRINT_SKIP=100, GAUSS_SEIDEL=false
     k,      res,      solres
     21000, 315.711835,  28.867355
     21100, 315.710603,  28.867353
     21200, 315.709374,  28.867352
     21300, 315.708149,  28.867350
     21400, 315.706925,  28.867349
     21500, 315.705705,  28.867347
     21600, 315.704488,  28.867346
     21700, 315.703273,  28.867345
     21800, 315.702062,  28.867343
     21900, 315.700853,  28.867342
     22000, 315.699646,  28.867340
     22100, 315.698443,  28.867339
     22200, 315.697242,  28.867337
     22300, 315.696044,  28.867336
     22400, 315.694849,  28.867334
     22500, 315.693656,  28.867333
     22600, 315.692466,  28.867332
     22700, 315.691278,  28.867330
     22800, 315.690093,  28.867329
     22900, 315.688911,  28.867327
     23000, 315.687731,  28.867326
     23100, 315.686554,  28.867324
     23200, 315.685380,  28.867323
     23300, 315.684208,  28.867321
     23400, 315.683038,  28.867320
     23500, 315.681871,  28.867319
     23600, 315.680706,  28.867317
     23700, 315.679544,  28.867316
     23800, 315.678385,  28.867314
     23900, 315.677227,  28.867313
     24000, 315.676072,  28.867311
     24100, 315.674920,  28.867310
     24200, 315.673770,  28.867309
     24300, 315.672622,  28.867307
     24400, 315.671477,  28.867306
     24500, 315.670334,  28.867304
     24600, 315.669193,  28.867303
     24700, 315.668055,  28.867301
     24800, 315.666919,  28.867300
     24900, 315.665785,  28.867298
     25000, 315.664653,  28.867297
     25100, 315.663524,  28.867296
     25200, 315.662397,  28.867294
     25300, 315.661272,  28.867293
     25400, 315.660150,  28.867291
     25500, 315.659029,  28.867290
     25600, 315.657911,  28.867288
     25700, 315.656795,  28.867287
     25800, 315.655681,  28.867285
     25900, 315.654570,  28.867284
     26000, 315.653460,  28.867283
     26100, 315.652353,  28.867281
     26200, 315.651247,  28.867280
     26300, 315.650144,  28.867278
     26400, 315.649043,  28.867277
     26500, 315.647944,  28.867275
     26600, 315.646847,  28.867274
     26700, 315.645752,  28.867272
     26800, 315.644659,  28.867271
     26900, 315.643569,  28.867270
     27000, 315.642480,  28.867268
     27100, 315.641393,  28.867267
     27200, 315.640308,  28.867265
     27300, 315.639225,  28.867264
     27400, 315.638145,  28.867262
     27500, 315.637066,  28.867261
     27600, 315.635989,  28.867259
     27700, 315.634914,  28.867258
     27800, 315.633841,  28.867257
     27900, 315.632770,  28.867255
     28000, 315.631701,  28.867254
     28100, 315.630633,  28.867252
     28200, 315.629568,  28.867251
     28300, 315.628504,  28.867249
     28400, 315.627443,  28.867248
     28500, 315.626383,  28.867246
     28600, 315.625325,  28.867245
     28700, 315.624269,  28.867244
     28800, 315.623215,  28.867242
     28900, 315.622162,  28.867241
     29000, 315.621112,  28.867239
     29100, 315.620063,  28.867238
     29200, 315.619016,  28.867236
     29300, 315.617971,  28.867235
     29400, 315.616927,  28.867233
     29500, 315.615886,  28.867232
     29600, 315.614846,  28.867231
     29700, 315.613808,  28.867229
     29800, 315.612771,  28.867228
     29900, 315.611737,  28.867226
     30000, 315.610704,  28.867225
     30100, 315.609673,  28.867223
     30200, 315.608643,  28.867222
     30300, 315.607615,  28.867220
     30400, 315.606589,  28.867219
     30500, 315.605565,  28.867218
     30600, 315.604542,  28.867216
     30700, 315.603521,  28.867215
     30800, 315.602501,  28.867213
     30900, 315.601484,  28.867212
     31000, 315.600468,  28.867210
     31100, 315.599453,  28.867209
     31200, 315.598440,  28.867207
     31300, 315.597429,  28.867206
     31400, 315.596419,  28.867205
     31500, 315.595411,  28.867203
     31600, 315.594405,  28.867202
     31700, 315.593400,  28.867200
     31800, 315.592397,  28.867199
     31900, 315.591395,  28.867197
     32000, 315.590395,  28.867196
     32100, 315.589396,  28.867194
     32200, 315.588399,  28.867193
     32300, 315.587404,  28.867192
     32400, 315.586410,  28.867190
     32500, 315.585417,  28.867189
     32600, 315.584426,  28.867187
     32700, 315.583437,  28.867186
     32800, 315.582449,  28.867184
     32900, 315.581463,  28.867183
     33000, 315.580478,  28.867181
     33100, 315.579494,  28.867180
     33200, 315.578512,  28.867179
     33300, 315.577532,  28.867177
     33400, 315.576553,  28.867176
     33500, 315.575576,  28.867174
     33600, 315.574599,  28.867173
     33700, 315.573625,  28.867171
     33800, 315.572652,  28.867170
     33900, 315.571680,  28.867169
     34000, 315.570710,  28.867167
     34100, 315.569741,  28.867166
     34200, 315.568773,  28.867164
     34300, 315.567807,  28.867163
     34400, 315.566843,  28.867161
     34500, 315.565879,  28.867160
     34600, 315.564918,  28.867158
     34700, 315.563957,  28.867157
     34800, 315.562998,  28.867156
     34900, 315.562040,  28.867154
     35000, 315.561084,  28.867153
     35100, 315.560129,  28.867151
     35200, 315.559175,  28.867150
     35300, 315.558223,  28.867148
     35400, 315.557272,  28.867147
     35500, 315.556322,  28.867145
     35600, 315.555374,  28.867144
     35700, 315.554427,  28.867143
     35800, 315.553482,  28.867141
     35900, 315.552537,  28.867140
     36000, 315.551594,  28.867138
     36100, 315.550653,  28.867137
     36200, 315.549712,  28.867135
     36300, 315.548773,  28.867134
     36400, 315.547835,  28.867132
     36500, 315.546899,  28.867131
     36600, 315.545964,  28.867130
     36700, 315.545030,  28.867128
     36800, 315.544097,  28.867127
     36900, 315.543166,  28.867125
     37000, 315.542236,  28.867124
     37100, 315.541307,  28.867122
     37200, 315.540379,  28.867121
     37300, 315.539453,  28.867119
     37400, 315.538527,  28.867118
     37500, 315.537603,  28.867117
     37600, 315.536681,  28.867115
     37700, 315.535759,  28.867114
     37800, 315.534839,  28.867112
     37900, 315.533920,  28.867111
     38000, 315.533002,  28.867109
     38100, 315.532085,  28.867108
     38200, 315.531170,  28.867106
     38300, 315.530256,  28.867105
     38400, 315.529343,  28.867104
     38500, 315.528431,  28.867102
     38600, 315.527520,  28.867101
     38700, 315.526611,  28.867099
     38800, 315.525702,  28.867098
     38900, 315.524795,  28.867096
     39000, 315.523889,  28.867095
     39100, 315.522984,  28.867093
     39200, 315.522080,  28.867092
     39300, 315.521178,  28.867091
     39400, 315.520276,  28.867089
     39500, 315.519376,  28.867088
     39600, 315.518477,  28.867086
     39700, 315.517579,  28.867085
     39800, 315.516682,  28.867083
     39900, 315.515786,  28.867082
     40000, 315.514892,  28.867080
     40100, 315.513998,  28.867079
     40200, 315.513106,  28.867078
     40300, 315.512215,  28.867076
     40400, 315.511324,  28.867075
     40500, 315.510435,  28.867073
     40600, 315.509547,  28.867072
     40700, 315.508660,  28.867070
     40800, 315.507774,  28.867069
     40900, 315.506890,  28.867067
     41000, 315.506006,  28.867066
     41100, 315.505123,  28.867065
     41200, 315.504242,  28.867063
     41300, 315.503362,  28.867062
     41400, 315.502482,  28.867060
     41500, 315.501604,  28.867059
     41600, 315.500727,  28.867057
     41700, 315.499850,  28.867056
     41800, 315.498975,  28.867054
     41900, 315.498101,  28.867053
     42000, 315.497228,  28.867052
     42100, 315.496356,  28.867050
     42200, 315.495485,  28.867049
     42300, 315.494615,  28.867047
     42400, 315.493746,  28.867046
     42500, 315.492878,  28.867044
     42600, 315.492011,  28.867043
     42700, 315.491145,  28.867041
     42800, 315.490280,  28.867040
     42900, 315.489416,  28.867039
     43000, 315.488553,  28.867037
     43100, 315.487691,  28.867036
     43200, 315.486831,  28.867034
     43300, 315.485971,  28.867033
     43400, 315.485112,  28.867031
     43500, 315.484254,  28.867030
     43600, 315.483397,  28.867029
     43700, 315.482541,  28.867027
     43800, 315.481686,  28.867026
     43900, 315.480832,  28.867024
     44000, 315.479979,  28.867023
     44100, 315.479127,  28.867021
     44200, 315.478276,  28.867020
     44300, 315.477425,  28.867018
     44400, 315.476576,  28.867017
     44500, 315.475728,  28.867016
     44600, 315.474881,  28.867014
     44700, 315.474034,  28.867013
     44800, 315.473189,  28.867011
     44900, 315.472345,  28.867010
     45000, 315.471501,  28.867008
     45100, 315.470658,  28.867007
     45200, 315.469817,  28.867005
     45300, 315.468976,  28.867004
     45400, 315.468136,  28.867003
     45500, 315.467297,  28.867001
     45600, 315.466459,  28.867000
     45700, 315.465622,  28.866998
     45800, 315.464786,  28.866997
     45900, 315.463951,  28.866995
     46000, 315.463117,  28.866994
     46100, 315.462283,  28.866992
     46200, 315.461451,  28.866991
     46300, 315.460619,  28.866990
     46400, 315.459788,  28.866988
     46500, 315.458959,  28.866987
     46600, 315.458130,  28.866985
     46700, 315.457302,  28.866984
     46800, 315.456474,  28.866982
     46900, 315.455648,  28.866981
     47000, 315.454823,  28.866979
     47100, 315.453998,  28.866978
     47200, 315.453174,  28.866977
     47300, 315.452352,  28.866975
     47400, 315.451530,  28.866974
     47500, 315.450709,  28.866972
     47600, 315.449889,  28.866971
     47700, 315.449069,  28.866969
     47800, 315.448251,  28.866968
     47900, 315.447433,  28.866966
     48000, 315.446616,  28.866965
     48100, 315.445800,  28.866964
     48200, 315.444985,  28.866962
     48300, 315.444171,  28.866961
     48400, 315.443358,  28.866959
     48500, 315.442545,  28.866958
     48600, 315.441733,  28.866956
     48700, 315.440922,  28.866955
     48800, 315.440112,  28.866953
     48900, 315.439303,  28.866952
     49000, 315.438495,  28.866951
     49100, 315.437687,  28.866949
     49200, 315.436880,  28.866948
     49300, 315.436074,  28.866946
     49400, 315.435269,  28.866945
     49500, 315.434465,  28.866943
     49600, 315.433661,  28.866942
     49700, 315.432859,  28.866940
     49800, 315.432057,  28.866939
     49900, 315.431256,  28.866938
     50000, 315.430455,  28.866936
time = 11.420759
